Site,CoreID,Species,Meadow_type,Location,Station,Latitude,Longitude,Country,Stock_0_20cm,Stock_0_50cm,Stock_20_50cm,Stock_20_50cm_estimate,d13C_surface,d13C_0_20cm,SD_d13C_0_20cm,N_d13C_0_20cm,d13C_0_50cm,SD_d13C_0_50cm,N_d13C_0_50cm,d13C_20_50cm,SD_d13C_20_50cm,N_d13C_20_50cm,d13C_leaf,SD_d13C_leaf,N_d13C_leaf,surface_soil_leaf_difference_d13C,z0_20_soil_leaf_difference_d13C,z20_50_soil_leaf_difference_d13C,Source
3,Z3,Zostera marina,monospecific,Seto Inland Sea,Ikunoshima Isle,34.2967,132.9154,Japan,16.5,39.3,22.3,22.8,-18.6,-18.7,0.16,2,-17.4,1.52,4,-16.1,0.26,2,,,,-8.9,-9,-6.4,"Miyajima, T., M. Hori, M. Hamaguchi, H. Shimabukuro, H. Adachi, H. Yamano, and M. Nakaoka (2015), Geographic variability in organic carbon stock and accumulation rate in sediments of East and Southeast Asian seagrass meadows, Global Biogeochem. Cycles, 29, 397–415"
3,#1,Zostera marina,monospecific,Seto Inland Sea,Ikunojima Island,34.29705,132.91769,Japan,16.3,28.9,12,12.6,-18.9,-18.2,1.01,2,-20.4,2.7,7,-21.3,2.67,5,,,,-9.2,-8.5,-11.6,"Miyajima, T., unpublished data"
7,#5,Zostera marina,monospecific,Seto Inland Sea,Omishima Island,34.24288,132.95203,Japan,17,32.4,19.3,15.4,-18.6,-18.8,0.21,3,-18.8,0.18,6,-18.7,0.16,3,,,,-8.9,-9.1,-9,"Miyajima, T., Hori, M., Hamaguchi, M., Shimabukuro, H. and Yoshida, G. (2017), Geophysical constraints for organic carbon sequestration capacity of Zostera marina seagrass meadows and surrounding habitats. Limnol. Oceanogr., 62: 954–972. "
4,Z4,Zostera marina,monospecific,Seto Inland Sea,Omishima Is,34.2578,132.9736,Japan,13.5,35.6,22.2,22.1,-18.8,-18.6,0.32,2,-18.6,0.17,5,-18.5,0.06,3,,,,-9.1,-8.9,-8.8,"Miyajima, T., M. Hori, M. Hamaguchi, H. Shimabukuro, H. Adachi, H. Yamano, and M. Nakaoka (2015), Geographic variability in organic carbon stock and accumulation rate in sediments of East and Southeast Asian seagrass meadows, Global Biogeochem. Cycles, 29, 397–415"
4,Z5,Zostera marina,monospecific,Seto Inland Sea,Omishima Is,34.2311,132.9855,Japan,14.6,37.7,23,23.1,-19,-19.2,0.28,2,-18.8,0.62,5,-18.6,0.72,3,,,,-9.3,-9.5,-8.9,"Miyajima, T., M. Hori, M. Hamaguchi, H. Shimabukuro, H. Adachi, H. Yamano, and M. Nakaoka (2015), Geographic variability in organic carbon stock and accumulation rate in sediments of East and Southeast Asian seagrass meadows, Global Biogeochem. Cycles, 29, 397–415"
6,#4,Zostera marina,monospecific,Seto Inland Sea,Omishima Island,34.23766,132.99151,Japan,3.8,6.7,2.9,2.9,-19.2,-19.7,0.72,2,-22.8,2.35,7,-24,1.24,5,,,,-9.5,-10,-14.3,"Miyajima, T., Hori, M., Hamaguchi, M., Shimabukuro, H. and Yoshida, G. (2017), Geophysical constraints for organic carbon sequestration capacity of Zostera marina seagrass meadows and surrounding habitats. Limnol. Oceanogr., 62: 954–972. "
,A32,"Posidonia australia, Posidonia sinuosa",multispecific,Whyalla,,-32.97958,137.6719,Australia,8.7,23.9,15.3,15.2,-18.5,-15.1,2.34,12,-14.2,2,35,-14,1.8,23,,,,,,,"Arias-Ortis A.; Serrano, O.; Masque, P.; Lavery, P. S.; Mueller, U.; Kendrick, G A; Rozaimi, M; Esteban, A; Fourqurean, J W; Marbà, N; Mateo, M A; Murray, K; Rule, M J; Duarte, C M 2018 A marine heatwave drives massive losses from the world’s largest seagrass carbon stocks Nature climate change, .8(4), 338-344  DOI: 10.1038/s41558-018-0096-y"
,A33,"Posidonia australia, Posidonia sinuosa",multispecific,Whyalla,,-32.97958,137.6719,Australia,13.6,40.8,27.2,27.2,-15.9,-11.8,2.1,8,-11,1.8,15,-10.1,0.7,7,,,,,,,"Arias-Ortis A.; Serrano, O.; Masque, P.; Lavery, P. S.; Mueller, U.; Kendrick, G A; Rozaimi, M; Esteban, A; Fourqurean, J W; Marbà, N; Mateo, M A; Murray, K; Rule, M J; Duarte, C M 2018 A marine heatwave drives massive losses from the world’s largest seagrass carbon stocks Nature climate change, .8(4), 338-344  DOI: 10.1038/s41558-018-0096-y"
,A39,"Posidonia australia, Posidonia sinuosa",multispecific,Whyalla,,-32.97958,137.6719,Australia,26.6,57.6,31,31,-14.2,-13.4,1,8,-12.1,1.8,15,-10.7,1.3,7,,,,,,,"Arias-Ortis A.; Serrano, O.; Masque, P.; Lavery, P. S.; Mueller, U.; Kendrick, G A; Rozaimi, M; Esteban, A; Fourqurean, J W; Marbà, N; Mateo, M A; Murray, K; Rule, M J; Duarte, C M 2018 A marine heatwave drives massive losses from the world’s largest seagrass carbon stocks Nature climate change, .8(4), 338-344  DOI: 10.1038/s41558-018-0096-y"
,A26,Posidonia australis,monospecific,Port Broughton,,-33.55,137.9166667,Australia,26.4,52,26.9,25.6,-15.1,-13.4,0.73,8,-13,0.85,15,-12.5,0.73,7,,,,-6.1,-4.4,-3.5,Serrano unpublished data
,A27,Posidonia australis,monospecific,Port Broughton,,-33.55,137.9166667,Australia,31,65.9,34.5,34.9,-15.2,-13,0.92,15,-13,0.73,29,-13,0.48,14,,,,-6.2,-4,-4,Serrano unpublished data
,A13,Posidonia australis,monospecific,Port Pirie,,-33.11624,137.9668,Australia,17.1,47.6,31.4,30.5,-14.5,-13,1.51,7,-12.1,1.42,15,-11.2,0.65,8,,,,-5.5,-4,-2.2,Serrano unpublished data
,A1,Posidonia sinuosa,monospecific,Barker Inlet,,-34.71692,138.4559,Australia,5.6,37.6,31.9,32,-21.6,-18.3,2.01,8,-15.7,3.86,13,-11.4,0.96,5,,,,-10.8,-7.5,-2.4,Serrano unpublished data
,A2,Posidonia sinuosa,monospecific,Barker Inlet,,-34.71692,138.4559,Australia,11.1,34.1,23.2,23,-15.9,-14.1,1.18,15,-13.2,1.48,29,-12.3,1.21,14,,,,-5.1,-3.3,-3.3,Serrano unpublished data
,A4,Posidonia sinuosa,monospecific,Barker Inlet,,-34.71692,138.4559,Australia,9.9,37.8,29.2,27.9,-23.5,-16.3,3.51,8,-14.2,3.53,15,-11.7,1.21,7,,,,-12.7,-5.5,-2.7,Serrano unpublished data
,BlueC1832,Zostera muelleri,monospecific,NELS,Discovery Bay Coastal park,-38.05563333,140.9958833,Australia,24.1,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1652,Zostera muelleri,monospecific,NELS,Discovery Bay Coastal park,-38.05535,140.9959,Australia,19.4,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1844,Zostera muelleri,monospecific,NELS,Discovery Bay Coastal park,-38.055,140.9964,Australia,20.3,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1661,Zostera muelleri,monospecific,PLD,,-38.35435,141.6016333,Australia,22.1,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1637,Zostera muelleri,monospecific,PLD,,-38.35438333,141.60205,Australia,21.1,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1734,Zostera muelleri,monospecific,PLD,,-38.35446667,141.6024833,Australia,22.2,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1664,Zostera muelleri,monospecific,TYR,,-38.25961667,141.8470167,Australia,12.7,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1623,Zostera muelleri,monospecific,TYR,,-38.25995,141.84715,Australia,14.2,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1799,Zostera muelleri,monospecific,TYR,,-38.25981667,141.8474833,Australia,14.9,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1817,Zostera muelleri,monospecific,TYR,,-38.26023333,141.84775,Australia,9.9,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1731,Zostera muelleri,monospecific,YAM,Eumeralla Coastal Reserve,-38.33995,142.0529,Australia,12.6,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1811,Zostera muelleri,monospecific,YAM,Eumeralla Coastal Reserve,-38.33966667,142.05335,Australia,12.3,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1617,Zostera muelleri,monospecific,YAM,Eumeralla Coastal Reserve,-38.33925,142.0536167,Australia,8.4,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1383,Zostera muelleri,monospecific,PFW,Belfast Coastal Reserve,-38.37943333,142.2398167,Australia,26.4,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1672,Zostera muelleri,monospecific,PFW,Belfast Coastal Reserve,-38.37996667,142.2404,Australia,19.6,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1587,Zostera muelleri,monospecific,PFW,Belfast Coastal Reserve,-38.38056667,142.2405667,Australia,13.5,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1669,Zostera muelleri,monospecific,WBL,,-38.39883333,142.5111167,Australia,18.6,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1666,Zostera muelleri,monospecific,WBL,,-38.39895,142.5111333,Australia,13.7,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1850,Zostera muelleri,monospecific,WBL,,-38.39951667,142.51185,Australia,12.2,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1494,Zostera nigracaulis,monospecific,PET,Peterborough Coastal Reserve,-38.6037,142.8830333,Australia,14.2,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1518,Zostera nigracaulis,monospecific,PET,Peterborough Coastal Reserve,-38.6033,142.88355,Australia,17,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1515,Zostera nigracaulis,monospecific,PET,Peterborough Coastal Reserve,-38.60268333,142.884,Australia,17.5,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1327,Zostera muelleri,monospecific,GEE,,-38.1356,144.3559167,Australia,18.9,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1336,Zostera muelleri,monospecific,GEE,,-38.13661667,144.3562,Australia,46.1,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1482,Zostera muelleri,monospecific,GEE,,-38.13693333,144.35635,Australia,25.7,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1345,Zostera muelleri,monospecific,LIM,Limeburners Lagoon Reserve,-38.07685,144.3895667,Australia,8.4,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1330,Zostera muelleri,monospecific,LIM,Limeburners Lagoon Reserve,-38.07658333,144.3900333,Australia,13.1,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1339,Zostera muelleri,monospecific,LIM,Limeburners Lagoon Reserve,-38.07596667,144.3910833,Australia,11.5,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1445,Zostera muelleri,monospecific,BAR,Lake Connewarre Wildlife Reserve,-38.25841667,144.4839667,Australia,25.8,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1442,Zostera muelleri,monospecific,BAR,Lake Connewarre Wildlife Reserve,-38.25893333,144.4848667,Australia,14.6,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1416,Zostera muelleri,monospecific,BAH,Lake Connewarre Wildlife Reserve,-38.26491667,144.4949167,Australia,15.9,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1596,Zostera muelleri,monospecific,BAH,Lake Connewarre Wildlife Reserve,-38.26528333,144.4959833,Australia,19.7,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1605,Zostera muelleri,monospecific,BAH,Lake Connewarre Wildlife Reserve,-38.2654,144.4967833,Australia,14.1,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1485,Zostera muelleri,monospecific,SBS,Port Phillip Heads MNP,-38.26635,144.63395,Australia,10.1,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1924,Zostera muelleri,monospecific,SBS,Port Phillip Heads MNP,-38.26678333,144.6348,Australia,10.7,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1793,Zostera muelleri,monospecific,SBJ,Port Phillip Heads MNP,-38.22793333,144.6523667,Australia,19.1,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1365,Zostera muelleri,monospecific,SBJ,Port Phillip Heads MNP,-38.22761667,144.6528333,Australia,23,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1716,Zostera muelleri,monospecific,SBJ,Port Phillip Heads MNP,-38.22731667,144.6530833,Australia,22.1,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1838,Zostera muelleri,monospecific,WBS,Werribee River Park,-37.97215,144.6836333,Australia,13.7,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1823,Zostera muelleri,monospecific,WBS,Werribee River Park,-37.97215,144.6843667,Australia,14.3,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1675,Zostera muelleri,monospecific,WBS,Werribee River Park,-37.97223333,144.6851,Australia,15.8,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1380,Zostera muelleri,monospecific,SBN,Port Phillip Heads MNP,-38.19795,144.69665,Australia,8.1,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1776,Zostera muelleri,monospecific,SBN,Port Phillip Heads MNP,-38.19736667,144.6971333,Australia,8.3,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1581,Zostera muelleri,monospecific,SBN,Port Phillip Heads MNP,-38.197,144.6972667,Australia,19.3,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,Tasmania 1,Posidonia australis,monospecific,Tasmania,,-40.66,144.78,Australia,24.1,54.9,31.1,30.8,-12.1,-13.4,0.91,5,-14.1,1.44,10,-14.8,1.62,5,,,,-3.1,-4.4,,Serrano unpublished
,Tasmania 2,Posidonia australis,monospecific,Tasmania,,-40.66,144.78,Australia,33.3,79.3,45,46,-13.3,-14,0.48,4,-14.1,1,8,-14.1,1.44,4,,,,-4.3,-5,,Serrano unpublished
,Tasmania 3,Posidonia australis,monospecific,Tasmania,,-40.66,144.78,Australia,52.1,109.5,60.3,57.4,-12.6,-12.7,0.97,5,-12.6,0.92,9,-12.4,0.95,4,,,,-3.6,-3.7,,Serrano unpublished
,Tasmania 4,Posidonia australis,monospecific,Tasmania,,-40.66,144.78,Australia,69.2,104.6,37.3,35.4,-15.1,-14.4,1.57,4,-14.2,1.19,8,-14,0.85,4,,,,-6.1,-5.4,,Serrano unpublished
,Tasmania 5,Posidonia australis,monospecific,Tasmania,,-40.66,144.78,Australia,27.2,52.8,28,25.6,-17.9,-15.1,2.07,4,-13.8,2.3,7,-12,1.25,3,,,,-8.9,-6.1,-3,Serrano unpublished
,Tasmania 6,Zostera muelleri,monospecific,,,-40.663237,144.80217,Australia,36.9,66,31.4,29.1,-23.3,-17.3,4.73,5,-17.7,3.48,9,-18.3,1.31,4,,,,-11.9,-5.9,-6.9,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1758,Zostera muelleri,monospecific,JAW,Jawbone MS,-37.86716667,144.8778333,Australia,9.2,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1593,Zostera muelleri,monospecific,JAW,Jawbone MS,-37.86721667,144.8780167,Australia,11.9,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1572,Zostera muelleri,monospecific,JAW,Jawbone MS,-37.86725,144.8781667,Australia,10.1,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,LH15-4,Zostera japonica,monospecific,Hichirippu Lagoon,F25,43.05423611,144.9920917,Japan,25.2,84.9,59.7,59.7,-23.1,-20.4,0.94,20,-23.2,2.79,50,-25.1,1.79,30,-12.3,,2,-10.8,-8.1,-12.8,"Watanabe, K, Seike, K, Kajihara, R, Montani, S, Kuwae, T. Relative sea‐level change regulates organic carbon accumulation in coastal habitats. Glob Change Biol. 2019; 25: 1063– 1077. "
,LF8-1,Zostera marina,monospecific,Furen Lagoon,F8,43.3547,145.2435,Japan,17.3,55.9,38.6,38.6,-26,-25.9,0.59,20,-25.6,0.57,50,-25.3,0.42,30,,,,-16.3,-16.2,-15.6,"Watanabe, K, Seike, K, Kajihara, R, Montani, S, Kuwae, T. Relative sea‐level change regulates organic carbon accumulation in coastal habitats. Glob Change Biol. 2019; 25: 1063– 1077. "
,BlueC1285,Zostera muelleri,monospecific,YBR,Yaringa Marine National Park,-38.24888333,145.2509667,Australia,5.1,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1185,Zostera muelleri,monospecific,YBR,Yaringa Marine National Park,-38.24885,145.2510667,Australia,17.8,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,BlueC1294,Zostera muelleri,monospecific,YBR,Yaringa Marine National Park,-38.24783333,145.2526333,Australia,6.1,,,,,,,,,,,,,,,,,,,,"Lewis, C.J.E.; Carnell, P.E.; Sanderman, J.; Baldock, J.A.; Macreadie, P.I. Variability and vulnerability of coastal ‘blue carbon’ stocks: A case study from southeast Australia. Ecosystems 2018, 21, 263–279."
,LF41-1,Zostera marina,monospecific,Furen Lagoon,F41,43.32728333,145.2626333,Japan,13.4,35.8,22.3,22.4,-25.1,-25.3,0.76,20,-26.2,0.87,50,-26.7,0.2,30,,,,-15.4,-15.6,-17,"Watanabe, K, Seike, K, Kajihara, R, Montani, S, Kuwae, T. Relative sea‐level change regulates organic carbon accumulation in coastal habitats. Glob Change Biol. 2019; 25: 1063– 1077. "
